product_id,product_name,category,brand,price,cost,weight_kg,dimensions,in_stock,stock_quantity,supplier_id,launch_date
47,Business-focused zero tolerance concept Beauty,Beauty,BrandE,471.13,86.09,41.16,50x53x9,True,135,36,2025-03-09
48,Object-based interactive support Electronics,Electronics,BrandE,399.54,329.2,21.08,76x83x86,False,920,19,2024-11-27
49,Fundamental executive archive Home & Kitchen,Home & Kitchen,BrandC,830.0,467.24,2.68,6x6x62,False,269,28,2022-09-18
50,Advanced foreground capacity Clothing,Clothing,GenericBrand,128.0,395.73,21.87,89x83x23,False,225,44,2023-07-13
51,Ameliorated dedicated extranet Clothing,Clothing,BrandC,596.65,258.34,16.28,66x81x50,True,685,17,2024-11-04
52,Open-source zero administration strategy Sports,Sports,BrandE,152.8,201.48,39.08,81x49x27,False,419,21,2023-03-07
53,Monitored composite ability Home & Kitchen,Home & Kitchen,BrandC,662.29,329.21,37.64,11x11x37,False,144,4,2024-10-16
54,Profit-focused 6thgeneration framework Sports,Sports,BrandA,67.6,282.71,21.13,86x66x52,True,593,10,2023-01-28
55,De-engineered radical adapter Automotive,Automotive,BrandC,216.2,71.99,1.81,6x31x6,False,918,48,2024-09-17
56,Adaptive fault-tolerant productivity Sports,Sports,BrandE,995.33,380.49,20.28,76x26x58,False,384,19,2022-08-04
57,Fully-configurable 4thgeneration workforce Sports,Sports,BrandD,578.44,356.1,18.44,78x86x12,True,194,47,2023-10-11
58,Polarized coherent instruction set Electronics,Electronics,BrandB,20.01,43.27,37.48,52x12x92,False,925,39,2024-02-07
59,Open-source 4thgeneration system engine Toys,Toys,BrandE,38.46,164.36,29.78,63x98x23,False,716,23,2022-08-13
60,Function-based national system engine Books,Books,GenericBrand,515.41,31.25,28.08,68x61x93,False,448,3,2022-10-21
61,Reduced empowering architecture Beauty,Beauty,BrandE,825.87,240.71,4.62,41x99x9,False,666,7,2022-09-23
62,Expanded 6thgeneration matrices Clothing,Clothing,BrandD,583.07,113.65,44.31,74x41x77,False,845,49,2024-11-28
63,Automated encompassing parallelism Electronics,Electronics,GenericBrand,273.8,327.7,41.19,31x37x96,False,191,30,2022-09-14
64,Monitored local attitude Books,Books,BrandE,254.13,418.44,30.02,9x50x11,True,324,44,2024-06-22
65,Organized systemic algorithm Home & Kitchen,Home & Kitchen,BrandD,628.47,439.67,14.75,69x29x37,True,421,23,2023-05-29
66,Synergized hybrid archive Clothing,Clothing,BrandB,482.81,110.45,38.42,42x67x54,True,736,9,2024-10-22
67,Realigned regional access Books,Books,BrandC,601.66,443.25,29.87,42x21x74,False,358,46,2024-05-18
68,Team-oriented discrete core Home & Kitchen,Home & Kitchen,BrandB,281.17,444.57,48.5,95x75x73,True,418,40,2022-12-31
69,Optimized content-based ability Beauty,Beauty,BrandE,46.4,419.15,31.29,100x44x98,False,860,45,2024-08-23
70,Ergonomic systemic interface Sports,Sports,BrandD,186.3,302.12,30.02,87x33x76,False,732,46,2024-08-17
71,Right-sized non-volatile open system Automotive,Automotive,BrandE,781.32,461.23,10.82,39x34x93,True,354,8,2025-06-05
72,Optimized 24/7 strategy Sports,Sports,BrandB,816.6,277.14,25.99,67x53x88,False,92,1,2024-10-19
73,Profound incremental adapter Clothing,Clothing,BrandC,487.09,78.95,28.05,8x76x42,True,765,26,2022-10-02
74,Open-source homogeneous strategy Home & Kitchen,Home & Kitchen,GenericBrand,495.14,37.58,34.79,36x21x97,True,609,11,2022-08-06
75,Assimilated foreground system engine Sports,Sports,BrandC,807.16,232.44,12.07,83x97x5,True,377,2,2024-02-10
76,Exclusive transitional encryption Automotive,Automotive,BrandE,606.33,255.92,28.14,81x7x58,False,823,39,2025-04-10
77,Progressive multi-tasking collaboration Automotive,Automotive,BrandD,999.45,223.34,5.9,23x33x14,True,810,42,2022-07-20
78,Persistent clear-thinking leverage Sports,Sports,GenericBrand,784.09,306.41,6.06,15x61x90,False,909,4,2023-11-23
79,Open-source even-keeled neural-net Electronics,Electronics,BrandE,381.5,171.08,45.79,63x93x60,False,911,34,2022-09-20
80,Polarized executive software Home & Kitchen,Home & Kitchen,GenericBrand,833.53,31.21,15.49,29x74x40,True,197,25,2023-06-28
81,Versatile asynchronous definition Toys,Toys,BrandE,70.77,439.09,31.78,71x33x69,True,366,38,2022-09-29
82,Cross-group contextually-based workforce Electronics,Electronics,BrandC,900.36,5.58,8.2,67x77x24,False,620,34,2025-03-13
83,Phased responsive initiative Toys,Toys,BrandB,166.22,293.0,32.59,87x45x16,True,758,9,2023-06-14
84,Enhanced logistical portal Home & Kitchen,Home & Kitchen,GenericBrand,702.63,453.82,21.29,82x30x34,True,642,30,2023-04-26
85,Re-engineered motivating knowledge user Home & Kitchen,Home & Kitchen,GenericBrand,163.02,316.71,22.48,28x48x84,False,327,50,2023-08-26
86,Multi-lateral actuating process improvement Clothing,Clothing,BrandB,74.22,172.26,22.15,15x39x100,True,265,10,2022-11-28
87,Advanced 5thgeneration definition Home & Kitchen,Home & Kitchen,BrandC,37.76,183.11,3.39,63x19x88,False,439,9,2022-10-15
88,Realigned asynchronous utilization Electronics,Electronics,BrandB,870.65,301.72,6.82,77x39x36,False,891,50,2024-02-19
89,Down-sized composite framework Toys,Toys,BrandD,191.57,296.64,23.81,91x50x6,True,33,33,2022-12-25
90,Customer-focused multimedia benchmark Beauty,Beauty,BrandA,224.77,279.52,21.97,23x36x75,True,934,4,2022-10-10
91,Intuitive 6thgeneration hierarchy Sports,Sports,GenericBrand,123.5,308.19,10.45,15x95x69,True,33,11,2023-04-25
92,Synergistic empowering toolset Beauty,Beauty,BrandB,571.76,271.69,25.18,63x30x35,True,106,45,2024-02-29
93,Optimized methodical forecast Books,Books,BrandC,666.23,89.42,1.13,90x50x22,True,766,2,2022-10-05
94,Phased scalable model Beauty,Beauty,BrandA,300.13,354.1,45.73,13x34x7,False,590,42,2023-01-29
95,Multi-channeled discrete software Sports,Sports,BrandD,841.0,305.84,40.96,96x9x70,True,159,14,2023-05-12
96,Object-based 3rdgeneration benchmark Clothing,Clothing,BrandD,181.55,105.4,45.44,84x90x37,False,714,14,2023-07-07
97,Innovative encompassing projection Toys,Toys,BrandB,205.47,250.84,29.95,88x21x38,False,907,32,2024-07-04
98,Object-based demand-driven hierarchy Clothing,Clothing,GenericBrand,520.91,492.9,21.33,34x23x27,False,529,3,2023-09-03
99,Synergized optimizing forecast Home & Kitchen,Home & Kitchen,BrandE,812.93,384.21,37.98,39x88x44,True,642,15,2024-01-05
100,Function-based context-sensitive info-mediaries Electronics,Electronics,BrandA,731.27,203.55,11.54,46x93x19,True,625,45,2024-12-27
101,Monitored neutral benchmark Sports,Sports,BrandD,758.89,439.22,22.04,93x71x30,True,982,28,2025-05-27
102,Focused value-added methodology Toys,Toys,GenericBrand,391.58,433.67,5.11,21x21x71,True,11,15,2022-06-18
103,Triple-buffered leadingedge knowledge user Electronics,Electronics,BrandB,575.57,272.53,5.7,85x94x27,False,651,26,2025-01-04
104,Focused static leverage Toys,Toys,BrandD,172.56,100.33,32.19,39x60x10,True,166,50,2024-08-28
105,Focused multimedia product Clothing,Clothing,BrandD,774.72,81.63,22.17,65x34x84,False,654,24,2023-11-18
106,Open-source scalable system engine Home & Kitchen,Home & Kitchen,BrandA,958.49,210.42,16.61,38x98x65,False,801,8,2022-12-18
107,Synergized mission-critical standardization Automotive,Automotive,BrandB,810.61,312.4,33.39,100x15x41,False,547,49,2025-04-07
108,Object-based explicit hierarchy Home & Kitchen,Home & Kitchen,GenericBrand,185.65,406.3,14.47,27x75x93,False,904,45,2023-12-21
109,Team-oriented executive task-force Home & Kitchen,Home & Kitchen,BrandB,181.65,114.91,48.0,93x61x63,True,0,1,2024-11-23
110,Upgradable systematic system engine Clothing,Clothing,BrandA,159.83,103.41,31.32,89x32x12,True,153,29,2023-12-01
111,Monitored explicit alliance Sports,Sports,BrandB,749.57,112.84,44.68,35x96x72,True,301,37,2024-03-10
112,Realigned 5thgeneration strategy Electronics,Electronics,BrandC,703.32,466.73,6.16,44x38x89,True,93,12,2023-04-03
113,Universal real-time budgetary management Books,Books,BrandD,188.7,21.34,18.75,77x82x52,True,142,28,2024-05-14
114,Quality-focused fault-tolerant adapter Sports,Sports,BrandA,223.58,204.34,47.76,40x97x36,True,998,13,2025-01-12
115,Team-oriented clear-thinking intranet Beauty,Beauty,GenericBrand,420.3,156.39,26.24,42x88x99,True,318,48,2023-01-09
116,Self-enabling tertiary throughput Electronics,Electronics,BrandE,559.74,229.05,10.94,80x90x46,True,454,15,2024-12-10
117,Managed neutral circuit Electronics,Electronics,BrandE,266.95,197.23,28.6,35x15x90,True,705,20,2022-09-27
118,Devolved composite approach Sports,Sports,BrandB,286.98,257.15,15.52,44x84x62,True,533,8,2024-08-31
119,Multi-layered value-added concept Automotive,Automotive,BrandA,497.84,455.41,31.99,12x93x68,True,66,8,2024-01-01
120,Extended directional policy Automotive,Automotive,BrandA,259.32,498.07,47.9,95x18x22,True,729,23,2023-04-21
121,De-engineered zero administration hardware Sports,Sports,BrandC,878.86,459.83,48.74,42x64x77,False,636,24,2024-07-03
122,Networked neutral data-warehouse Electronics,Electronics,BrandB,111.2,459.65,9.44,9x96x5,True,126,10,2024-06-13
123,Open-architected multi-tasking interface Toys,Toys,BrandD,236.31,337.78,45.85,92x42x22,True,385,33,2024-10-14
124,Proactive directional encoding Beauty,Beauty,GenericBrand,373.81,448.15,41.63,6x59x34,True,859,37,2022-09-07
125,User-centric logistical protocol Beauty,Beauty,BrandC,700.94,332.62,35.03,64x94x25,True,827,20,2022-08-29
126,Operative well-modulated hardware Books,Books,BrandC,207.72,181.27,10.22,34x61x17,True,199,48,2022-08-25
127,Business-focused static support Sports,Sports,BrandB,432.38,486.25,10.92,57x71x52,False,589,2,2022-09-30
128,Optimized intermediate adapter Electronics,Electronics,BrandA,852.31,357.33,15.45,74x91x87,False,85,3,2024-12-03
129,Persistent 4thgeneration Graphical User Interface Toys,Toys,BrandD,928.34,362.96,23.06,81x99x24,True,343,25,2024-11-12
130,Customizable web-enabled hierarchy Books,Books,BrandE,546.47,25.61,48.52,85x84x65,False,749,35,2022-10-04
131,Virtual demand-driven definition Automotive,Automotive,BrandE,43.85,465.95,14.2,57x38x27,False,722,43,2023-02-24
132,Synchronized client-server matrices Automotive,Automotive,BrandE,520.02,173.87,13.02,70x28x33,False,195,24,2024-01-01
133,Reduced 5thgeneration task-force Toys,Toys,GenericBrand,990.22,207.66,49.49,33x42x51,True,668,44,2024-02-05
134,Right-sized heuristic framework Toys,Toys,BrandB,908.86,11.8,27.78,25x82x12,False,117,37,2023-04-21
135,Open-source bi-directional functionalities Toys,Toys,GenericBrand,71.43,297.64,32.1,73x92x63,False,26,16,2024-12-24
136,Stand-alone asynchronous contingency Toys,Toys,BrandC,38.55,276.72,42.98,26x67x5,False,206,43,2024-01-30
137,Synergistic global hierarchy Toys,Toys,GenericBrand,754.01,114.04,48.69,61x100x71,False,953,19,2024-01-24
138,Stand-alone intangible software Home & Kitchen,Home & Kitchen,BrandD,52.62,60.04,0.22,88x12x10,True,396,16,2025-04-12
139,Managed intermediate approach Electronics,Electronics,BrandB,787.95,374.99,22.4,43x95x27,True,578,18,2023-03-09
140,Self-enabling homogeneous ability Electronics,Electronics,BrandA,87.57,200.46,45.65,41x51x20,True,937,7,2023-01-03
141,Persevering 6thgeneration website Sports,Sports,GenericBrand,945.49,134.28,19.42,91x83x72,True,14,7,2025-05-27
142,Expanded secondary service-desk Sports,Sports,BrandC,355.0,112.24,6.68,65x33x67,False,423,7,2024-05-16
143,Total fresh-thinking array Beauty,Beauty,GenericBrand,652.14,37.62,8.21,54x32x7,False,977,11,2023-05-26
144,Monitored multi-tasking hierarchy Electronics,Electronics,BrandC,946.72,44.28,21.23,97x50x60,False,935,4,2024-12-11
145,Team-oriented secondary customer loyalty Home & Kitchen,Home & Kitchen,GenericBrand,866.31,173.27,16.48,93x8x54,True,517,48,2024-03-26
146,Implemented homogeneous parallelism Books,Books,BrandC,582.76,297.01,33.72,64x92x8,True,450,12,2023-05-29
147,Compatible well-modulated structure Automotive,Automotive,BrandE,987.27,440.99,7.97,9x48x7,False,26,18,2022-09-26
148,Right-sized directional process improvement Home & Kitchen,Home & Kitchen,BrandA,748.37,148.9,38.47,20x91x31,False,129,38,2023-01-25
149,Reactive dedicated secured line Electronics,Electronics,BrandD,320.04,308.12,10.02,69x69x30,True,990,43,2024-02-26
150,Enhanced non-volatile flexibility Automotive,Automotive,BrandE,250.53,196.48,42.83,18x30x43,True,319,12,2024-12-30
151,Fully-configurable real-time analyzer Clothing,Clothing,BrandC,477.73,484.16,23.69,27x16x25,False,937,31,2024-05-08
152,Secured bifurcated emulation Clothing,Clothing,BrandC,58.02,311.93,12.31,15x99x28,False,448,25,2022-11-08
153,Triple-buffered reciprocal contingency Home & Kitchen,Home & Kitchen,BrandE,912.04,304.13,46.14,96x61x85,False,661,20,2024-02-26
154,Up-sized real-time adapter Toys,Toys,BrandC,519.06,91.44,29.41,79x93x20,True,26,9,2023-08-18
155,Future-proofed mission-critical groupware Clothing,Clothing,GenericBrand,746.84,354.27,32.47,32x90x16,False,458,50,2024-03-12
156,Diverse homogeneous paradigm Electronics,Electronics,BrandC,978.76,467.19,46.9,90x79x11,False,939,35,2023-11-28
157,Intuitive web-enabled hierarchy Sports,Sports,GenericBrand,359.85,121.21,48.27,91x9x19,True,921,48,2023-07-18
158,Devolved 5thgeneration infrastructure Clothing,Clothing,GenericBrand,134.96,43.12,20.16,67x66x73,False,791,27,2023-03-08
159,Streamlined methodical adapter Home & Kitchen,Home & Kitchen,GenericBrand,958.61,295.92,14.46,48x10x76,True,127,1,2024-08-13
160,Vision-oriented reciprocal system engine Books,Books,GenericBrand,965.19,459.0,7.08,96x86x47,True,414,50,2024-12-02
161,Assimilated exuding utilization Automotive,Automotive,BrandC,232.87,429.27,13.57,27x68x5,True,4,24,2025-01-12
162,Re-contextualized asynchronous hub Home & Kitchen,Home & Kitchen,GenericBrand,424.93,443.59,16.17,61x73x66,True,956,47,2023-08-04
163,Cloned composite knowledge user Sports,Sports,BrandD,194.61,87.64,15.92,97x99x16,True,563,18,2023-01-19
164,Right-sized hybrid data-warehouse Beauty,Beauty,BrandA,579.68,485.21,46.82,30x90x58,False,601,22,2023-02-07
165,Multi-lateral next generation forecast Toys,Toys,BrandE,348.49,35.86,47.6,82x26x86,False,646,49,2022-09-05
166,Face-to-face impactful groupware Toys,Toys,BrandB,594.81,413.19,38.81,86x20x63,False,833,17,2022-08-16
167,Inverse asymmetric middleware Clothing,Clothing,BrandB,219.97,412.6,0.64,12x29x74,False,43,15,2024-11-10
168,Polarized high-level framework Books,Books,BrandB,370.44,31.42,7.05,65x26x87,True,593,45,2022-09-20
169,Quality-focused grid-enabled orchestration Home & Kitchen,Home & Kitchen,GenericBrand,894.09,30.87,35.9,58x52x74,False,81,32,2023-12-29
170,User-friendly high-level firmware Books,Books,BrandB,921.07,224.59,4.51,28x82x83,False,559,8,2022-10-28
171,Enterprise-wide dedicated encoding Toys,Toys,BrandA,550.76,398.47,12.45,46x84x20,False,326,12,2023-06-07
172,Innovative incremental knowledge user Toys,Toys,BrandB,938.31,4.13,28.47,70x61x78,False,450,3,2024-05-14
173,Object-based bifurcated orchestration Toys,Toys,BrandB,137.65,222.2,1.61,80x40x76,False,132,6,2024-01-26
174,Horizontal systematic concept Electronics,Electronics,BrandE,375.15,403.02,47.95,56x87x64,True,573,37,2023-06-21
175,Advanced well-modulated collaboration Toys,Toys,BrandB,570.94,320.12,7.16,28x39x47,True,394,33,2024-01-30
176,Decentralized web-enabled pricing structure Clothing,Clothing,BrandD,86.7,367.39,12.2,11x41x16,True,686,22,2023-05-14
177,Exclusive bifurcated contingency Automotive,Automotive,BrandE,747.74,366.26,9.96,58x28x15,True,103,37,2023-02-25
178,Open-architected national initiative Beauty,Beauty,BrandD,995.46,469.68,14.32,49x14x68,True,608,3,2024-12-29
179,Assimilated asynchronous open system Toys,Toys,BrandB,622.04,344.24,34.34,72x65x10,True,169,8,2023-08-20
180,Intuitive user-facing matrices Beauty,Beauty,BrandC,933.33,184.69,14.58,74x28x89,False,167,30,2025-01-09
181,Diverse asynchronous architecture Home & Kitchen,Home & Kitchen,BrandE,240.53,269.79,19.28,76x8x90,False,946,19,2024-01-25
182,Virtual foreground software Toys,Toys,BrandB,90.62,468.51,48.42,50x53x67,True,897,29,2024-09-02
183,Streamlined well-modulated Local Area Network Sports,Sports,BrandB,564.14,426.19,14.59,22x69x73,True,762,2,2022-07-30
184,Right-sized motivating analyzer Books,Books,BrandE,65.92,107.7,42.32,29x43x18,False,383,47,2023-01-08
185,Realigned encompassing system engine Clothing,Clothing,BrandB,304.18,6.27,20.12,64x57x75,False,820,20,2024-01-06
186,Focused transitional database Clothing,Clothing,BrandE,676.38,427.12,5.24,62x99x55,True,66,18,2025-01-09
187,Vision-oriented national throughput Clothing,Clothing,BrandC,449.46,483.43,31.65,60x32x63,True,499,29,2024-04-29
188,Synchronized transitional open system Toys,Toys,BrandD,812.59,261.13,0.88,48x72x16,False,302,10,2024-12-27
189,User-centric object-oriented circuit Sports,Sports,BrandD,660.46,329.74,28.49,5x31x89,True,350,13,2024-03-22
190,Robust bottom-line time-frame Sports,Sports,BrandE,518.3,54.52,21.1,59x86x94,True,906,24,2022-09-05
191,Cross-group bottom-line attitude Electronics,Electronics,GenericBrand,245.49,183.48,5.8,42x10x97,True,675,20,2023-02-14
192,Profound mission-critical toolset Sports,Sports,BrandC,731.63,168.67,3.05,94x72x33,False,102,46,2024-04-14
193,Sharable multi-tasking system engine Home & Kitchen,Home & Kitchen,BrandE,859.89,154.25,23.01,21x59x6,False,82,25,2022-12-04
194,Multi-tiered multi-state knowledge user Clothing,Clothing,BrandC,963.78,50.34,34.51,64x17x38,False,163,6,2022-09-20
195,Pre-emptive radical complexity Books,Books,BrandD,907.44,476.74,38.01,96x13x44,False,20,47,2025-05-18
196,Implemented reciprocal instruction set Home & Kitchen,Home & Kitchen,BrandD,913.92,89.99,13.48,87x14x23,False,750,13,2023-04-20
197,Stand-alone explicit alliance Home & Kitchen,Home & Kitchen,BrandC,340.58,240.75,36.03,89x8x34,False,74,2,2024-01-15
198,Ameliorated static architecture Beauty,Beauty,BrandC,594.78,33.03,47.25,71x89x71,True,872,33,2023-10-25
199,Face-to-face asynchronous extranet Books,Books,BrandD,462.63,255.78,47.7,25x77x43,True,515,39,2023-02-08
200,Face-to-face human-resource info-mediaries Automotive,Automotive,GenericBrand,34.93,127.84,28.14,40x81x29,False,78,9,2024-12-24
201,Upgradable static strategy Sports,Sports,BrandE,586.2,73.37,34.45,28x11x26,False,464,50,2023-10-08
202,Synergized demand-driven challenge Electronics,Electronics,BrandE,972.1,145.87,4.41,51x38x68,False,49,34,2023-12-01
203,Quality-focused next generation data-warehouse Electronics,Electronics,BrandD,501.25,219.88,30.74,11x34x17,False,359,13,2024-10-12
204,Pre-emptive client-driven emulation Sports,Sports,BrandE,599.52,180.56,33.18,18x81x86,False,477,49,2023-03-26
205,Balanced systematic software Clothing,Clothing,BrandB,585.24,3.75,46.7,69x26x80,True,420,46,2024-06-04
206,Grass-roots methodical hardware Clothing,Clothing,BrandD,57.58,439.86,16.99,36x27x91,False,100,26,2024-12-06
207,Re-contextualized user-facing challenge Books,Books,BrandA,700.18,157.94,6.01,15x17x9,True,308,41,2022-12-09
208,Exclusive scalable solution Beauty,Beauty,BrandC,839.63,164.91,10.49,63x35x90,False,213,14,2023-01-16
209,Fully-configurable attitude-oriented matrix Sports,Sports,GenericBrand,689.38,299.94,34.24,89x77x96,False,820,38,2023-07-30
210,Seamless didactic secured line Electronics,Electronics,GenericBrand,420.74,454.62,0.21,47x50x44,False,518,46,2023-08-02
211,Digitized cohesive function Home & Kitchen,Home & Kitchen,BrandB,232.18,274.52,17.48,28x53x70,True,366,15,2023-10-07
212,Optional bandwidth-monitored standardization Home & Kitchen,Home & Kitchen,BrandB,708.09,483.67,33.2,41x41x84,False,11,36,2023-10-06
213,Phased hybrid toolset Beauty,Beauty,BrandD,833.31,384.79,2.61,69x59x22,True,168,10,2022-10-12
214,Stand-alone scalable budgetary management Clothing,Clothing,GenericBrand,379.65,296.82,12.18,35x71x71,False,996,34,2023-02-09
215,Front-line multimedia website Automotive,Automotive,GenericBrand,737.63,434.55,12.25,61x19x26,True,837,47,2023-05-05
216,Streamlined contextually-based projection Automotive,Automotive,BrandC,533.54,328.3,37.48,85x80x57,False,321,18,2022-10-25
217,Cross-group reciprocal forecast Toys,Toys,BrandE,245.11,252.01,21.54,12x27x88,False,881,49,2024-04-12
218,Business-focused 4thgeneration adapter Electronics,Electronics,BrandA,288.15,148.57,18.16,50x39x82,False,744,20,2022-12-05
219,Visionary didactic success Books,Books,BrandB,696.9,348.47,7.46,10x63x35,True,182,29,2023-02-26
220,Right-sized tertiary initiative Electronics,Electronics,BrandB,710.93,353.83,31.43,92x92x89,False,680,18,2023-08-09
221,Reduced object-oriented extranet Clothing,Clothing,GenericBrand,331.6,278.85,37.04,50x85x53,False,409,15,2023-01-15
222,Profound asynchronous firmware Beauty,Beauty,BrandE,527.73,216.41,7.07,76x24x58,False,797,3,2022-08-13
223,Synergistic holistic migration Home & Kitchen,Home & Kitchen,BrandA,590.1,293.55,8.31,79x26x62,False,83,7,2022-10-31
224,Polarized 4thgeneration secured line Sports,Sports,BrandB,421.06,316.74,43.22,44x45x72,True,415,19,2024-12-22
225,Realigned client-server artificial intelligence Automotive,Automotive,BrandB,263.88,367.33,14.12,86x89x26,False,839,39,2022-11-21
226,Versatile multimedia middleware Beauty,Beauty,BrandA,789.11,334.29,38.9,9x72x80,True,354,42,2022-12-18
227,Decentralized scalable methodology Beauty,Beauty,BrandA,818.38,301.87,7.25,6x71x9,True,597,6,2024-12-13
228,User-friendly reciprocal Internet solution Beauty,Beauty,BrandD,184.28,13.7,32.57,61x89x89,True,669,31,2025-01-13
229,Pre-emptive needs-based success Sports,Sports,BrandA,936.1,378.52,17.08,50x86x95,True,619,28,2025-05-19
